"","SASID","Grade","City","Postal Code","Assignment Type","Growth Proficiency Category","SGP (Expectation=50)","Test 1 Benchmark Category","Test 2 Benchmark Category","Test 1 PR","Test 2 PR","IEP","TS Placement"
"361",1024040621,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",61,"At/Above Benchmark","At/Above Benchmark",65,68,0,"Gen Ed"
"362",1041031135,9,"Kingston","02364","Star Math","Low Growth, Low Proficiency",45,"Intervention","Intervention",17,18,1,"Learning Specialist"
"363",1076815530,9,"Plymouth","02360","Star Math","Low Growth, High Proficiency",24,"At/Above Benchmark","At/Above Benchmark",82,71,0,"Gen Ed"
"364",1045118338,9,"Falmouth","02536","Star Math","High Growth, Low Proficiency",66,"Intervention","On Watch",17,25,1,"Learning Specialist"
"365",1068205836,9,"Plymouth","02360","Star Math","Low Growth, High Proficiency",38,"At/Above Benchmark","At/Above Benchmark",85,80,0,"Gen Ed"
"366",1050403735,9,"Plympton","02367","Star Math","High Growth, High Proficiency",92,"At/Above Benchmark","At/Above Benchmark",57,76,0,"Gen Ed"
"367",1011308938,9,"Mashpee","02649","Star Math","High Growth, High Proficiency",71,"At/Above Benchmark","At/Above Benchmark",66,72,0,"Gen Ed"
"368",1097264430,9,"Fall River","02721","Star Math","High Growth, Low Proficiency",85,"Intervention","On Watch",15,38,1,"Learning Specialist"
"369",1017516341,9,"Bourne","02559","Star Math","Low Growth, Low Proficiency",12,"Urgent Intervention","Urgent Intervention",9,4,0,"Gen Ed"
"370",1035417835,9,"Middleborough","02346","Star Math","High Growth, High Proficiency",55,"At/Above Benchmark","At/Above Benchmark",88,86,0,"Gen Ed"
"371",1039205834,9,"Plymouth","02360","Star Math","Low Growth, High Proficiency",18,"At/Above Benchmark","At/Above Benchmark",70,56,0,"Gen Ed"
"372",1071441720,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",94,"On Watch","At/Above Benchmark",34,67,0,"Gen Ed"
"373",1041403735,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",62,"At/Above Benchmark","At/Above Benchmark",87,87,0,"Gen Ed"
"374",1092018835,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",51,"At/Above Benchmark","At/Above Benchmark",51,53,0,"Gen Ed"
"375",1018303830,9,"Wareham","02571","Star Math","High Growth, High Proficiency",61,"On Watch","At/Above Benchmark",31,40,0,"Gen Ed"
"376",1028723736,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",74,"At/Above Benchmark","At/Above Benchmark",92,93,0,"Gen Ed"
"377",1088641427,9,"Wareham","02538","Star Math","High Growth, Low Proficiency",66,"Intervention","Intervention",14,22,1,"Learning Specialist"
"378",1079498834,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",64,"At/Above Benchmark","At/Above Benchmark",76,78,0,"Gen Ed"
"379",1075533726,9,"Mashpee","02649","Star Math","High Growth, Low Proficiency",90,"Intervention","On Watch",13,39,1,"Learning Specialist"
"380",1001539721,9,"Mashpee","02649","Star Math","High Growth, High Proficiency",97,"On Watch","At/Above Benchmark",33,72,0,"Gen Ed"
"381",1030018847,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",60,"On Watch","At/Above Benchmark",38,47,0,"Gen Ed"
"382",1076738027,9,"Plymouth","02360","Star Math","Low Growth, High Proficiency",36,"At/Above Benchmark","At/Above Benchmark",58,53,1,"Learning Specialist"
"383",1022847221,9,"East Bridgewater","02333","Star Math","High Growth, High Proficiency",65,"At/Above Benchmark","At/Above Benchmark",68,72,0,"Gen Ed"
"384",1095300832,9,"Wareham","02571","Star Math","High Growth, High Proficiency",62,"At/Above Benchmark","At/Above Benchmark",71,73,0,"Gen Ed"
"385",1050117333,9,"Carver","02330","Star Math","Low Growth, High Proficiency",44,"At/Above Benchmark","At/Above Benchmark",78,75,0,"Gen Ed"
"386",1074900835,9,"Plymouth","02360","Star Math","High Growth, Low Proficiency",63,"Intervention","Intervention",13,20,1,"Learning Specialist"
"387",1010207733,9,"Plymouth","02360","Star Math","Low Growth, High Proficiency",32,"At/Above Benchmark","At/Above Benchmark",60,53,0,"Gen Ed"
"388",1011207734,9,"Plymouth","02360","Star Math","High Growth, Low Proficiency",58,"Intervention","Intervention",17,23,0,"Gen Ed"
"389",1002502934,9,"Duxbury","02332","Star Math","High Growth, High Proficiency",99,"At/Above Benchmark","At/Above Benchmark",69,95,0,"Gen Ed"
"390",1040403734,9,"Plymouth","02360","Star Math","Low Growth, High Proficiency",30,"At/Above Benchmark","At/Above Benchmark",82,73,0,"Gen Ed"
"391",1068524638,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",99,"At/Above Benchmark","At/Above Benchmark",69,92,0,"Gen Ed"
"392",1030440025,9,"Carver","02330","Star Math","Low Growth, High Proficiency",22,"At/Above Benchmark","At/Above Benchmark",82,71,0,"Gen Ed"
"393",1049636136,9,"Kingston","02364","Star Math","High Growth, High Proficiency",89,"At/Above Benchmark","At/Above Benchmark",74,85,0,"Gen Ed"
"394",1082112535,9,"Fall River","02724","Star Math","Low Growth, High Proficiency",45,"At/Above Benchmark","At/Above Benchmark",59,59,0,"Gen Ed"
"395",1009433924,9,"Bourne","02532","Star Math","Low Growth, High Proficiency",10,"At/Above Benchmark","At/Above Benchmark",80,62,0,"Gen Ed"
"396",1022831728,9,"Carver","02330","Star Math","High Growth, High Proficiency",99,"At/Above Benchmark","At/Above Benchmark",74,93,0,"Gen Ed"
"397",1014048325,9,"Wareham","02538","Star Math","High Growth, High Proficiency",65,"At/Above Benchmark","At/Above Benchmark",81,82,1,"Learning Specialist"
"398",1025207730,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",78,"At/Above Benchmark","At/Above Benchmark",58,69,0,"Gen Ed"
"399",1064401738,9,"Plymouth","02360","Star Math","Low Growth, Low Proficiency",2,"At/Above Benchmark","On Watch",75,34,0,"Gen Ed"
"400",1096955245,9,"Carver","02330","Star Math","Low Growth, Low Proficiency",42,"At/Above Benchmark","On Watch",40,39,0,"Gen Ed"
"401",1028954248,9,"Carver","02330","Star Math","High Growth, High Proficiency",99,"Urgent Intervention","At/Above Benchmark",4,48,1,"Learning Specialist"
"402",1034116334,9,"Carver","02330","Star Math","High Growth, High Proficiency",94,"At/Above Benchmark","At/Above Benchmark",54,76,0,"Gen Ed"
"403",1037212536,9,"Bourne","02532","Star Math","High Growth, High Proficiency",65,"At/Above Benchmark","At/Above Benchmark",84,85,1,"Learning Specialist"
"404",1064206833,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",99,"On Watch","At/Above Benchmark",38,83,0,"Gen Ed"
"405",1024116333,9,"Carver","02330","Star Math","Low Growth, High Proficiency",40,"At/Above Benchmark","At/Above Benchmark",73,68,0,"Gen Ed"
"406",1034937922,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",67,"At/Above Benchmark","At/Above Benchmark",41,54,1,"Learning Specialist"
"407",1094631524,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",79,"At/Above Benchmark","At/Above Benchmark",66,75,1,"Learning Specialist"
"408",1090117337,9,"Carver","02330","Star Math","High Growth, High Proficiency",85,"On Watch","At/Above Benchmark",39,62,0,"Gen Ed"
"409",1045346624,9,"Marshfield","02050","Star Math","High Growth, High Proficiency",98,"At/Above Benchmark","At/Above Benchmark",51,80,0,"Gen Ed"
"410",1018302737,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",92,"At/Above Benchmark","At/Above Benchmark",74,86,0,"Gen Ed"
"411",1047899226,9,"Barnstable","02632","Star Math","High Growth, Low Proficiency",56,"Urgent Intervention","Urgent Intervention",1,2,1,"Learning Specialist"
"412",1052510130,9,"Barnstable","02648","Star Math","High Growth, High Proficiency",71,"At/Above Benchmark","At/Above Benchmark",90,91,0,"Gen Ed"
"413",1098116335,9,"Carver","02330","Star Math","High Growth, High Proficiency",80,"At/Above Benchmark","At/Above Benchmark",40,60,0,"Gen Ed"
"414",1037116337,9,"Carver","02330","Star Math","High Growth, Low Proficiency",52,"Intervention","Intervention",13,16,1,"Learning Specialist"
"415",1084308737,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",71,"At/Above Benchmark","At/Above Benchmark",67,73,0,"Gen Ed"
"416",1092348347,9,"Bridgewater","02324","Star Math","Low Growth, Low Proficiency",3,"At/Above Benchmark","Intervention",57,15,1,"Learning Specialist"
"417",NA,9,NA,NA,"Star Math","High Growth, High Proficiency",88,"At/Above Benchmark","At/Above Benchmark",78,86,0,"Gen Ed"
"418",1064403731,9,"Plymouth","02360","Star Math","High Growth, High Proficiency",93,"Intervention","At/Above Benchmark",16,50,0,"Gen Ed"
"419",1092301738,9,"Plymouth","02360","Star Math","High Growth, Low Proficiency",87,"Urgent Intervention","Intervention",3,12,1,"Learning Specialist"
"420",1033212532,9,"Plymouth","02360","Star Math","High Growth, Low Proficiency",58,"Intervention","Intervention",11,15,1,"Learning Specialist"
"421",1062647526,9,"Kingston","02364","Star Math","High Growth, High Proficiency",56,"On Watch","At/Above Benchmark",38,45,1,"Learning Specialist"
"422",1091893127,10,"Plymouth","02360","Star Math","High Growth, High Proficiency",75,"At/Above Benchmark","At/Above Benchmark",65,73,1,"Learning Specialist"
"423",1084687525,10,"Wareham","02571","Star Math","High Growth, High Proficiency",94,"On Watch","At/Above Benchmark",32,67,0,"Gen Ed"
"424",1047791924,10,"Carver","02330","Star Math","High Growth, High Proficiency",72,"At/Above Benchmark","At/Above Benchmark",79,83,0,"Gen Ed"
"425",1098597328,10,"Plymouth","02360","Star Math","High Growth, High Proficiency",89,"At/Above Benchmark","At/Above Benchmark",53,72,0,"Gen Ed"
"426",1006894124,10,"Kingston","02364","Star Math","High Growth, High Proficiency",61,"At/Above Benchmark","At/Above Benchmark",49,56,0,"Gen Ed"
"427",1078237620,10,"Plymouth","02360","Star Math","High Growth, High Proficiency",91,"On Watch","At/Above Benchmark",36,65,0,"Gen Ed"
"428",1023791927,10,"Plymouth","02360","Star Math","High Growth, High Proficiency",57,"At/Above Benchmark","At/Above Benchmark",72,73,0,"Gen Ed"
"429",1054698221,10,"Bourne","02532","Star Math","High Growth, High Proficiency",65,"At/Above Benchmark","At/Above Benchmark",78,79,0,"Gen Ed"
"430",1039791925,10,"Wareham","02576","Star Math","Low Growth, High Proficiency",49,"At/Above Benchmark","At/Above Benchmark",63,62,0,"Gen Ed"
"431",1094499628,10,"Kingston","02364","Star Math","High Growth, High Proficiency",67,"On Watch","At/Above Benchmark",34,47,0,"Gen Ed"
"432",1055921624,10,"Kingston","02364","Star Math","High Growth, High Proficiency",66,"At/Above Benchmark","At/Above Benchmark",90,90,0,"Gen Ed"
"433",1092892724,10,"Hingham","02043","Star Math","Low Growth, High Proficiency",14,"At/Above Benchmark","At/Above Benchmark",84,70,0,"Gen Ed"
"434",1096024533,10,"Wareham","02558","Star Math","High Growth, High Proficiency",63,"At/Above Benchmark","At/Above Benchmark",49,56,1,"Learning Specialist"
"435",1001737528,10,"Marshfield","050-2","Star Math","High Growth, High Proficiency",76,"At/Above Benchmark","At/Above Benchmark",87,90,0,"Gen Ed"
"436",1024519836,10,"Bourne","02532","Star Math","Low Growth, High Proficiency",13,"At/Above Benchmark","At/Above Benchmark",76,59,0,"Gen Ed"
"437",1008798827,10,"Plympton","02367","Star Math","High Growth, High Proficiency",76,"At/Above Benchmark","At/Above Benchmark",84,87,0,"Gen Ed"
"438",1017299327,10,"Wareham","02576","Star Math","Low Growth, Low Proficiency",6,"On Watch","Urgent Intervention",33,9,0,"Gen Ed"
"439",1084198926,10,"Sandwich","02644","Star Math","High Growth, High Proficiency",98,"Intervention","At/Above Benchmark",24,71,1,"Learning Specialist"
"440",1033595324,10,"Wareham","02571","Star Math","High Growth, High Proficiency",56,"At/Above Benchmark","At/Above Benchmark",49,53,0,"Gen Ed"
"441",1020723028,10,"East Bridgewater","02333","Star Math","High Growth, High Proficiency",61,"On Watch","At/Above Benchmark",37,46,0,"Gen Ed"
"442",1030739027,10,"Plymouth","02360","Star Math","High Growth, High Proficiency",56,"At/Above Benchmark","At/Above Benchmark",43,48,0,"Gen Ed"
"443",1038798821,10,"Plympton","02367","Star Math","Low Growth, High Proficiency",14,"At/Above Benchmark","At/Above Benchmark",78,62,0,"Gen Ed"
"444",1097610434,10,"Plymouth","02360","Star Math","High Growth, High Proficiency",94,"At/Above Benchmark","At/Above Benchmark",88,96,0,"Gen Ed"
"445",1082143721,10,"Bourne","02532","Star Math","Low Growth, Low Proficiency",19,"Intervention","Intervention",23,13,1,"Learning Specialist"
"446",1021799125,10,"Plymouth","02360","Star Math","Low Growth, High Proficiency",28,"At/Above Benchmark","At/Above Benchmark",64,54,0,"Gen Ed"
"447",1029832626,10,"Plymouth","02360","Star Math","Low Growth, High Proficiency",33,"At/Above Benchmark","At/Above Benchmark",74,68,0,"Gen Ed"
"448",1000498320,10,"Marshfield","02050","Star Math","High Growth, High Proficiency",69,"At/Above Benchmark","At/Above Benchmark",66,71,0,"Gen Ed"
"449",1066109130,10,"Middleborough","02346","Star Math","High Growth, High Proficiency",55,"At/Above Benchmark","At/Above Benchmark",78,77,0,"Gen Ed"
"450",1064662334,10,"Pembroke","02359","Star Math","High Growth, High Proficiency",66,"At/Above Benchmark","At/Above Benchmark",81,82,0,"Gen Ed"
"451",1026230027,10,"Plymouth","02360","Star Math","High Growth, High Proficiency",93,"At/Above Benchmark","At/Above Benchmark",84,93,0,"Gen Ed"
"452",1070892325,10,"Plymouth","02360","Star Math","High Growth, High Proficiency",77,"At/Above Benchmark","At/Above Benchmark",69,76,0,"Gen Ed"
"453",1081792923,10,"Carver","02330","Star Math","Low Growth, High Proficiency",44,"At/Above Benchmark","At/Above Benchmark",79,75,0,"Gen Ed"
"454",1041720930,10,"Plymouth","02360","Star Math","High Growth, High Proficiency",79,"At/Above Benchmark","At/Above Benchmark",76,82,0,"Gen Ed"
"455",1067390324,10,"Wareham","02576","Star Math","Low Growth, Low Proficiency",11,"On Watch","Intervention",35,14,0,"Gen Ed"
"456",1086791927,10,"Carver","02330","Star Math","Low Growth, High Proficiency",45,"At/Above Benchmark","At/Above Benchmark",94,90,0,"Gen Ed"
"457",1074792328,10,"Marshfield","02050","Star Math","High Growth, High Proficiency",78,"At/Above Benchmark","At/Above Benchmark",77,83,0,"Gen Ed"
"458",1089394323,10,"Sandwich","02563","Star Math","High Growth, High Proficiency",66,"At/Above Benchmark","At/Above Benchmark",81,82,0,"Gen Ed"
"459",1071932321,10,"Carver","02330","Star Math","Low Growth, High Proficiency",36,"At/Above Benchmark","At/Above Benchmark",92,87,0,"Gen Ed"
"460",1011636426,10,"Rochester","02770","Star Math","High Growth, High Proficiency",75,"At/Above Benchmark","At/Above Benchmark",47,61,0,"Gen Ed"
"461",1008394323,10,"Marion","02738","Star Math","High Growth, High Proficiency",75,"On Watch","At/Above Benchmark",32,50,0,"Gen Ed"
"462",1092681720,10,"Wareham","02538","Star Math","Low Growth, Low Proficiency",17,"Intervention","Intervention",24,12,1,"Learning Specialist"
"463",1085844644,10,"Pembroke","02359","Star Math","High Growth, High Proficiency",81,"At/Above Benchmark","At/Above Benchmark",84,88,0,"Gen Ed"
"464",1057198228,10,"Barnstable","02668","Star Math","High Growth, High Proficiency",98,"At/Above Benchmark","At/Above Benchmark",55,81,0,"Gen Ed"
"465",1027102443,10,"Carver","02330","Star Math","High Growth, High Proficiency",94,"Intervention","At/Above Benchmark",21,58,0,"Gen Ed"
"466",1040694423,10,"Sandwich","02563","Star Math","High Growth, Low Proficiency",77,"Urgent Intervention","Intervention",6,16,1,"Learning Specialist"
"467",1067127243,10,"Middleborough","02346","Star Math","High Growth, High Proficiency",61,"At/Above Benchmark","At/Above Benchmark",85,85,0,"Gen Ed"
"468",1041421421,10,"East Taunton","02718","Star Math","Low Growth, Low Proficiency",14,"Intervention","Urgent Intervention",19,8,1,"Learning Specialist"
"469",1005329428,10,"East Taunton","02718","Star Math","Low Growth, Low Proficiency",11,"Urgent Intervention","Urgent Intervention",1,1,1,"Learning Specialist"
"470",1076794828,10,"Falmouth","02536","Star Math","Low Growth, Low Proficiency",39,"Intervention","Intervention",17,16,1,"Learning Specialist"
"471",1097744027,10,"Marion","02738","Star Math","Low Growth, High Proficiency",29,"At/Above Benchmark","At/Above Benchmark",51,40,1,"Learning Specialist"
"472",1065791327,10,"Plymouth","02360","Star Math","High Growth, High Proficiency",96,"At/Above Benchmark","At/Above Benchmark",83,93,0,"Gen Ed"
"473",1084444727,10,"Wareham","02576","Star Math","High Growth, High Proficiency",92,"At/Above Benchmark","At/Above Benchmark",81,89,0,"Gen Ed"
"474",1062302242,10,"Kingston","02364","Star Math","Low Growth, High Proficiency",30,"At/Above Benchmark","At/Above Benchmark",88,82,0,"Gen Ed"
"475",1086598732,10,"Kingston","02364","Star Math","High Growth, High Proficiency",78,"At/Above Benchmark","At/Above Benchmark",84,87,0,"Gen Ed"
"476",1051126424,10,"Kingston","02364","Star Math","High Growth, Low Proficiency",76,"Urgent Intervention","Urgent Intervention",1,4,1,"Learning Specialist"
"477",1078767448,10,"Barnstable","02632","Star Math","High Growth, Low Proficiency",75,"Intervention","On Watch",15,28,0,"Gen Ed"
"478",1057835722,10,"Carver","02330","Star Math","High Growth, Low Proficiency",79,"Intervention","On Watch",11,25,1,"Learning Specialist"
"479",1066808035,10,"Bourne","02532","Star Math","High Growth, High Proficiency",84,"At/Above Benchmark","At/Above Benchmark",43,64,0,"Gen Ed"
"480",1065404733,10,"Bourne","02532","Star Math","High Growth, High Proficiency",85,"On Watch","At/Above Benchmark",35,59,0,"Gen Ed"
"481",1009108034,10,"Pembroke","02359","Star Math","Low Growth, High Proficiency",34,"At/Above Benchmark","At/Above Benchmark",47,40,0,"Gen Ed"
"482",1010004131,10,"Plymouth","02360","Star Math","High Growth, High Proficiency",90,"At/Above Benchmark","At/Above Benchmark",96,98,0,"Gen Ed"
"483",1033108031,10,"Pembroke","02359","Star Math","Low Growth, Low Proficiency",4,"At/Above Benchmark","Intervention",64,24,1,"Learning Specialist"
"484",1065157536,10,"Carver","02330","Star Math","High Growth, Low Proficiency",86,"Urgent Intervention","Intervention",6,20,1,"Learning Specialist"
"485",1014431837,5,"Sandwich","02563","Star Reading","Low Growth, High Proficiency",46,"At/Above Benchmark","At/Above Benchmark",98,97,0,"Gen Ed"
"486",1067278432,5,"Wareham","02571","Star Reading","Low Growth, High Proficiency",12,"At/Above Benchmark","At/Above Benchmark",64,43,0,"Gen Ed"
"487",1048767131,5,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",4,"At/Above Benchmark","At/Above Benchmark",98,80,0,"Gen Ed"
"488",1032499833,5,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",42,"At/Above Benchmark","At/Above Benchmark",72,68,0,"Gen Ed"
"489",1078498833,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",71,"At/Above Benchmark","At/Above Benchmark",84,88,0,"Gen Ed"
"490",1012590832,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",94,"At/Above Benchmark","At/Above Benchmark",47,76,1,"Learning Specialist"
"491",1026591232,5,"Mattapoisett","02739","Star Reading","High Growth, High Proficiency",82,"At/Above Benchmark","At/Above Benchmark",42,62,1,"Learning Specialist"
"492",1031108242,5,"Pembroke","02359","Star Reading","Low Growth, High Proficiency",47,"At/Above Benchmark","At/Above Benchmark",58,59,0,"Gen Ed"
"493",1094368735,5,"Fall River","02721","Star Reading","High Growth, High Proficiency",95,"At/Above Benchmark","At/Above Benchmark",65,88,1,"Learning Specialist"
"494",1036952436,5,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",19,"On Watch","On Watch",36,26,0,"Tier 1 Math Gen Ed"
"495",1025499835,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",72,"At/Above Benchmark","At/Above Benchmark",69,77,0,"Gen Ed"
"496",1002735347,5,"Hanover","02339","Star Reading","Low Growth, High Proficiency",42,"At/Above Benchmark","At/Above Benchmark",90,86,0,"Gen Ed"
"497",1036305145,5,"Mashpee","02649","Star Reading","High Growth, High Proficiency",93,"At/Above Benchmark","At/Above Benchmark",73,89,0,"Gen Ed"
"498",1077906238,5,"Wareham","02538","Star Reading","Low Growth, High Proficiency",23,"At/Above Benchmark","At/Above Benchmark",80,67,0,"Gen Ed"
"499",1028130434,5,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",78,"Intervention","On Watch",16,33,1,"Tier 1 ELA Gen Ed"
"500",1001331437,5,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",42,"At/Above Benchmark","At/Above Benchmark",56,55,0,"Gen Ed"
"501",NA,5,NA,NA,"Star Reading","High Growth, High Proficiency",70,"At/Above Benchmark","At/Above Benchmark",61,70,0,"Gen Ed"
"502",1078958531,5,"Wareham","02558","Star Reading","Low Growth, Low Proficiency",20,"Urgent Intervention","Urgent Intervention",1,1,1,"Learning Specialist"
"503",1031499832,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",94,"At/Above Benchmark","At/Above Benchmark",63,86,0,"Gen Ed"
"504",1067499832,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",77,"On Watch","At/Above Benchmark",36,54,0,"Gen Ed"
"505",1016598936,5,"Kingston","02364","Star Reading","High Growth, High Proficiency",79,"At/Above Benchmark","At/Above Benchmark",75,84,0,"Gen Ed"
"506",1041961432,5,"Kingston","02364","Star Reading","Low Growth, Low Proficiency",20,"On Watch","On Watch",35,25,0,"Gen Ed"
"507",1012034430,5,"Halifax","02338","Star Reading","Low Growth, High Proficiency",6,"At/Above Benchmark","At/Above Benchmark",87,61,0,"Gen Ed"
"508",1022800342,5,"Bourne","02532","Star Reading","High Growth, Low Proficiency",95,"Urgent Intervention","On Watch",4,25,1,"Tier 1 ELA Gen Ed"
"509",1069993034,5,"Barnstable","02601","Star Reading","High Growth, High Proficiency",70,"At/Above Benchmark","At/Above Benchmark",46,59,0,"Gen Ed"
"510",1056108240,5,"Pembroke","02359","Star Reading","High Growth, Low Proficiency",86,"Urgent Intervention","Urgent Intervention",1,4,1,"Learning Specialist"
"511",1001995334,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",50,"At/Above Benchmark","At/Above Benchmark",45,48,0,"Gen Ed"
"512",1057037837,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",55,"At/Above Benchmark","At/Above Benchmark",67,70,0,"Gen Ed"
"513",1068435538,5,"Wareham","02538","Star Reading","High Growth, High Proficiency",92,"At/Above Benchmark","At/Above Benchmark",78,92,0,"Gen Ed"
"514",1094778246,5,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",22,"At/Above Benchmark","At/Above Benchmark",85,73,0,"Tier 1 Math Gen Ed"
"515",1098651431,5,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",59,"Intervention","On Watch",24,32,0,"Gen Ed"
"516",1022574431,5,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",25,"On Watch","Intervention",30,24,0,"Tier 1 ELA Gen Ed"
"517",1084634436,5,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",37,"At/Above Benchmark","At/Above Benchmark",78,72,0,"Tier 1 ELA Gen Ed"
"518",1011095831,5,"Wareham","02538","Star Reading","Low Growth, High Proficiency",41,"At/Above Benchmark","At/Above Benchmark",99,98,0,"Gen Ed"
"519",1002800340,5,"Bourne","02562","Star Reading","Low Growth, High Proficiency",43,"At/Above Benchmark","At/Above Benchmark",75,72,0,"Gen Ed"
"520",1004150531,5,"Wareham","02538","Star Reading","High Growth, High Proficiency",74,"At/Above Benchmark","At/Above Benchmark",68,77,0,"Gen Ed"
"521",1096998636,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",88,"At/Above Benchmark","At/Above Benchmark",81,91,0,"Gen Ed"
"522",1080095837,5,"Wareham","02558","Star Reading","Low Growth, Low Proficiency",40,"On Watch","On Watch",32,32,0,"Gen Ed"
"523",1060895935,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",67,"At/Above Benchmark","At/Above Benchmark",81,85,0,"Gen Ed"
"524",1059161231,5,"Pembroke","02359","Star Reading","Low Growth, High Proficiency",39,"At/Above Benchmark","At/Above Benchmark",68,64,0,"Gen Ed"
"525",1091499838,5,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",46,"At/Above Benchmark","At/Above Benchmark",66,65,1,"Learning Specialist"
"526",1086898735,5,"Marshfield","02050","Star Reading","High Growth, High Proficiency",66,"At/Above Benchmark","At/Above Benchmark",65,72,1,"Learning Specialist"
"527",1032009142,5,"Carver","02330","Star Reading","Low Growth, High Proficiency",22,"At/Above Benchmark","At/Above Benchmark",58,46,1,"Tier 1 Math Gen Ed"
"528",1079330231,5,"Marshfield","02050","Star Reading","Low Growth, Low Proficiency",31,"At/Above Benchmark","On Watch",41,37,1,"Learning Specialist"
"529",1041099434,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",70,"At/Above Benchmark","At/Above Benchmark",40,53,0,"Gen Ed"
"530",1017443035,5,"Barnstable","02648","Star Reading","Low Growth, Low Proficiency",45,"On Watch","On Watch",31,33,0,"Gen Ed"
"531",1044135742,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",82,"At/Above Benchmark","At/Above Benchmark",75,85,0,"Gen Ed"
"532",1053774246,5,"Barnstable","02648","Star Reading","High Growth, High Proficiency",69,"At/Above Benchmark","At/Above Benchmark",92,93,0,"Gen Ed"
"533",1055448134,5,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",10,"On Watch","Intervention",33,18,0,"Tier 1 ELA Gen Ed"
"534",1056032032,5,"Wareham","02576","Star Reading","Low Growth, Low Proficiency",7,"On Watch","Intervention",29,12,1,"Learning Specialist"
"535",1092367135,5,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",17,"On Watch","On Watch",38,26,1,"Learning Specialist"
"536",1092072341,5,"Wareham","02538","Star Reading","High Growth, High Proficiency",85,"On Watch","At/Above Benchmark",35,58,0,"Gen Ed"
"537",NA,5,NA,NA,"Star Reading","High Growth, High Proficiency",99,"On Watch","At/Above Benchmark",33,78,0,"Gen Ed"
"538",1060318844,5,"Middleborough","02346","Star Reading","High Growth, Low Proficiency",71,"Urgent Intervention","Intervention",5,13,0,"Tier 1 ELA Gen Ed"
"539",1044072347,5,"Bourne","02562","Star Reading","High Growth, High Proficiency",61,"At/Above Benchmark","At/Above Benchmark",86,87,0,"Gen Ed"
"540",1074901048,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",96,"At/Above Benchmark","At/Above Benchmark",69,90,0,"Gen Ed"
"541",1015774244,5,"Middleborough","02346","Star Reading","High Growth, High Proficiency",92,"Intervention","At/Above Benchmark",14,43,1,"Learning Specialist"
"542",1068008141,5,"Carver","02330","Star Reading","High Growth, Low Proficiency",63,"Urgent Intervention","Intervention",7,13,1,"Learning Specialist"
"543",1053606341,5,"Carver","02330","Star Reading","High Growth, High Proficiency",65,"At/Above Benchmark","At/Above Benchmark",86,87,0,"Gen Ed"
"544",1000009146,5,"Carver","02330","Star Reading","High Growth, High Proficiency",90,"Intervention","At/Above Benchmark",17,44,0,"Tier 1 Math Gen Ed"
"545",1061708837,5,"Wareham","02571","Star Reading","High Growth, High Proficiency",93,"On Watch","At/Above Benchmark",32,64,0,"Gen Ed"
"546",1003011930,5,"Falmouth","02536","Star Reading","Low Growth, Low Proficiency",17,"At/Above Benchmark","On Watch",53,37,1,"Tier 1 Math Gen Ed"
"547",1030560434,5,"Mashpee","02649","Star Reading","Low Growth, Low Proficiency",31,"Intervention","Intervention",22,20,0,"Tier 1 Math Gen Ed"
"548",1006798634,5,"Halifax","02338","Star Reading","High Growth, High Proficiency",89,"At/Above Benchmark","At/Above Benchmark",64,82,0,"Gen Ed"
