"","SASID","Grade","City","Postal Code","Assignment Type","Growth Proficiency Category","SGP (Expectation=50)","Test 1 Benchmark Category","Test 2 Benchmark Category","Test 1 PR","Test 2 PR","IEP","TS Placement"
"549",1090705342,5,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",47,"At/Above Benchmark","At/Above Benchmark",66,65,0,"Gen Ed"
"550",1040337437,5,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",8,"At/Above Benchmark","Intervention",40,20,0,"Tier 1 Math Gen Ed"
"551",1099468631,5,"Falmouth","02540","Star Reading","Low Growth, Low Proficiency",31,"Intervention","Intervention",17,16,0,"Tier 1 Math Gen Ed"
"552",1007918346,5,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",45,"At/Above Benchmark","At/Above Benchmark",60,59,0,"Gen Ed"
"553",1027591830,5,"Halifax","02338","Star Reading","Low Growth, High Proficiency",48,"At/Above Benchmark","At/Above Benchmark",69,68,0,"Gen Ed"
"554",1099735334,5,"Mashpee","02649","Star Reading","High Growth, Low Proficiency",84,"Urgent Intervention","Intervention",2,11,1,"Learning Specialist"
"555",1057894738,5,"Sandwich","02563","Star Reading","High Growth, High Proficiency",80,"At/Above Benchmark","At/Above Benchmark",92,95,0,"Gen Ed"
"556",1078651438,5,"Plympton","02367","Star Reading","High Growth, High Proficiency",73,"On Watch","At/Above Benchmark",26,42,1,"Learning Specialist"
"557",1077103045,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",82,"At/Above Benchmark","At/Above Benchmark",41,61,0,"Gen Ed"
"558",1092591832,5,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",35,"At/Above Benchmark","At/Above Benchmark",94,88,0,"Gen Ed"
"559",1037576430,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",71,"At/Above Benchmark","At/Above Benchmark",63,72,0,"Gen Ed"
"560",1068794436,5,"Wareham","02532","Star Reading","Low Growth, High Proficiency",17,"At/Above Benchmark","At/Above Benchmark",60,44,0,"Gen Ed"
"561",1011034236,5,"Middleborough","02346","Star Reading","High Growth, High Proficiency",91,"On Watch","At/Above Benchmark",25,54,1,"Learning Specialist"
"562",1005222442,5,"Carver","02330","Star Reading","High Growth, High Proficiency",68,"At/Above Benchmark","At/Above Benchmark",56,66,0,"Tier 1 Math Gen Ed"
"563",1058432534,5,"Wareham","02571","Star Reading","High Growth, High Proficiency",94,"On Watch","At/Above Benchmark",29,64,0,"Tier 1 ELA Gen Ed"
"564",1067590833,5,"Pembroke","02359","Star Reading","High Growth, High Proficiency",80,"On Watch","At/Above Benchmark",38,58,0,"Tier 1 ELA Gen Ed"
"565",1011593834,5,"Pembroke","02359","Star Reading","High Growth, High Proficiency",94,"Intervention","At/Above Benchmark",21,54,0,"Tier 1 Math Gen Ed"
"566",1057008148,5,"Carver","02330","Star Reading","Low Growth, Low Proficiency",12,"On Watch","Intervention",32,18,0,"Tier 1 ELA Gen Ed"
"567",1057193436,5,"Wareham","02571","Star Reading","Low Growth, Low Proficiency",23,"On Watch","Intervention",25,19,1,"Tier 1 ELA Gen Ed"
"568",1021591833,5,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",17,"At/Above Benchmark","At/Above Benchmark",68,51,0,"Gen Ed"
"569",1022590833,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",85,"At/Above Benchmark","At/Above Benchmark",81,90,0,"Gen Ed"
"570",1038779245,5,"Plymouth","02360","Star Reading","High Growth, High Proficiency",84,"At/Above Benchmark","At/Above Benchmark",80,89,0,"Gen Ed"
"571",1052499835,5,"Kingston","02364","Star Reading","High Growth, High Proficiency",61,"On Watch","At/Above Benchmark",33,42,0,"Tier 1 ELA Gen Ed"
"572",1006020437,6,"Lakeville","02347","Star Reading","Low Growth, Low Proficiency",28,"At/Above Benchmark","On Watch",46,37,1,"Tier 1 Math Gen Ed"
"573",1075766130,6,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",37,"Intervention","Intervention",14,13,1,"Learning Specialist"
"574",1057764137,6,"Wareham","02538","Star Reading","High Growth, Low Proficiency",75,"Intervention","On Watch",22,36,0,"Tier 1 Math Gen Ed"
"575",1078067632,6,"Kingston","02364","Star Reading","High Growth, High Proficiency",82,"On Watch","At/Above Benchmark",31,51,1,"Tier 1 Math Gen Ed"
"576",1037017135,6,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",12,"At/Above Benchmark","At/Above Benchmark",83,61,1,"Learning Specialist"
"577",1057161238,6,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",22,"At/Above Benchmark","At/Above Benchmark",62,48,0,"Tier 1 Math Gen Ed"
"578",1074769132,6,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",30,"At/Above Benchmark","At/Above Benchmark",77,66,0,"Gen Ed"
"579",1096650538,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",88,"At/Above Benchmark","At/Above Benchmark",59,77,0,"Tier 1 Math Gen Ed"
"580",1048028534,6,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",34,"At/Above Benchmark","On Watch",42,36,1,"Learning Specialist"
"581",1013451535,6,"Plymouth","360-5","Star Reading","High Growth, High Proficiency",99,"At/Above Benchmark","At/Above Benchmark",82,97,1,"Learning Specialist"
"582",1088325538,6,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",23,"Intervention","Intervention",22,15,1,"Learning Specialist"
"583",1077368736,6,"Middleborough","02346","Star Reading","High Growth, Low Proficiency",55,"On Watch","On Watch",33,37,1,"Tier 1 ELA Gen Ed"
"584",1069767134,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",62,"At/Above Benchmark","At/Above Benchmark",61,64,0,"Gen Ed"
"585",1010336938,6,"Carver","02330","Star Reading","High Growth, High Proficiency",98,"On Watch","At/Above Benchmark",32,70,0,"Tier 1 ELA Gen Ed"
"586",1050464733,6,"Middleborough","346-2","Star Reading","High Growth, Low Proficiency",87,"Urgent Intervention","Intervention",7,24,1,"Learning Specialist"
"587",1087530546,6,"Kingston","02364","Star Reading","Low Growth, High Proficiency",33,"At/Above Benchmark","At/Above Benchmark",65,56,0,"Tier 1 ELA Gen Ed"
"588",1015021833,6,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",88,"Urgent Intervention","On Watch",9,27,1,"Learning Specialist"
"589",1011040132,6,"Middleborough","02346","Star Reading","High Growth, High Proficiency",70,"On Watch","At/Above Benchmark",35,46,1,"Learning Specialist"
"590",1064810834,6,"Mashpee","02649","Star Reading","High Growth, Low Proficiency",55,"Intervention","Intervention",15,20,1,"Tier 1 ELA Gen Ed"
"591",1063060334,6,"Wareham","02571","Star Reading","High Growth, High Proficiency",95,"Intervention","At/Above Benchmark",13,44,0,"Tier 1 ELA Gen Ed"
"592",1045434442,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",77,"On Watch","At/Above Benchmark",35,50,1,"Tier 1 ELA Gen Ed"
"593",1078221036,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",92,"At/Above Benchmark","At/Above Benchmark",91,97,0,"Gen Ed"
"594",1047258630,6,"Barnstable","02635","Star Reading","Low Growth, Low Proficiency",48,"Intervention","Intervention",12,15,1,"Tier 1 Math Gen Ed"
"595",1091563132,6,"Wareham","02571","Star Reading","High Growth, High Proficiency",74,"On Watch","At/Above Benchmark",39,52,1,"Learning Specialist"
"596",1074350632,6,"Wareham","02571","Star Reading","Low Growth, High Proficiency",34,"At/Above Benchmark","At/Above Benchmark",64,55,0,"Gen Ed"
"597",1091767138,6,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",51,"On Watch","On Watch",38,39,0,"Tier 1 Math Gen Ed"
"598",1091566530,6,"Carver","02330","Star Reading","Low Growth, Low Proficiency",8,"Intervention","Urgent Intervention",19,7,1,"Learning Specialist"
"599",1024813934,6,"Plympton","02367","Star Reading","Low Growth, High Proficiency",12,"At/Above Benchmark","At/Above Benchmark",92,75,1,"Tier 1 ELA Gen Ed"
"600",1052566536,6,"Carver","02330","Star Reading","High Growth, High Proficiency",99,"At/Above Benchmark","At/Above Benchmark",67,93,0,"Gen Ed"
"601",1033766133,6,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",38,"At/Above Benchmark","At/Above Benchmark",98,96,0,"Gen Ed"
"602",1055541036,6,"Wareham","02571","Star Reading","Low Growth, High Proficiency",32,"At/Above Benchmark","At/Above Benchmark",67,57,0,"Gen Ed"
"603",1091865431,6,"Halifax","02338","Star Reading","Low Growth, High Proficiency",40,"At/Above Benchmark","At/Above Benchmark",97,92,0,"Gen Ed"
"604",NA,6,NA,NA,"Star Reading","Low Growth, Low Proficiency",47,"Intervention","Intervention",11,13,1,"Tier 1 Math Gen Ed"
"605",1093369331,6,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",13,"At/Above Benchmark","At/Above Benchmark",77,56,0,"Gen Ed"
"606",1059498832,6,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",41,"At/Above Benchmark","At/Above Benchmark",75,69,0,"Tier 1 Math Gen Ed"
"607",1030768132,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",85,"At/Above Benchmark","At/Above Benchmark",93,96,0,"Gen Ed"
"608",1016339534,6,"Wareham","02571","Star Reading","High Growth, High Proficiency",87,"At/Above Benchmark","At/Above Benchmark",71,84,0,"Tier 1 ELA Gen Ed"
"609",1026339535,6,"Wareham","02571","Star Reading","Low Growth, High Proficiency",44,"At/Above Benchmark","At/Above Benchmark",72,67,0,"Tier 1 ELA Gen Ed"
"610",1060566333,6,"Duxbury","02332","Star Reading","High Growth, High Proficiency",54,"At/Above Benchmark","At/Above Benchmark",81,79,0,"Gen Ed"
"611",1015861432,6,"Kingston","02364","Star Reading","Low Growth, High Proficiency",11,"At/Above Benchmark","At/Above Benchmark",91,72,0,"Gen Ed"
"612",1098767136,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",69,"At/Above Benchmark","At/Above Benchmark",95,95,0,"Gen Ed"
"613",1010442036,6,"Wareham","02576","Star Reading","Low Growth, High Proficiency",27,"At/Above Benchmark","At/Above Benchmark",88,76,0,"Tier 1 Math Gen Ed"
"614",1077067833,6,"Middleborough","02346","Star Reading","Low Growth, Low Proficiency",6,"At/Above Benchmark","Intervention",46,20,0,"Tier 1 ELA Gen Ed"
"615",1035961435,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",98,"On Watch","At/Above Benchmark",25,67,0,"Tier 1 Math Gen Ed"
"616",1077766132,6,"Kingston","02364","Star Reading","High Growth, High Proficiency",56,"At/Above Benchmark","At/Above Benchmark",62,63,0,"Gen Ed"
"617",1092566531,6,"Carver","02330","Star Reading","High Growth, High Proficiency",89,"At/Above Benchmark","At/Above Benchmark",74,87,0,"Gen Ed"
"618",1069067733,6,"Bourne","02532","Star Reading","High Growth, High Proficiency",92,"At/Above Benchmark","At/Above Benchmark",51,74,0,"Gen Ed"
"619",1091040131,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",66,"At/Above Benchmark","At/Above Benchmark",45,52,0,"Tier 1 ELA Gen Ed"
"620",1016730347,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",63,"At/Above Benchmark","At/Above Benchmark",85,85,0,"Tier 1 Math Gen Ed"
"621",1001767138,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",73,"At/Above Benchmark","At/Above Benchmark",79,83,0,"Gen Ed"
"622",1020732636,6,"Barnstable","02601","Star Reading","Low Growth, Low Proficiency",33,"On Watch","On Watch",38,33,0,"Tier 1 ELA Gen Ed"
"623",1085465136,6,"Duxbury","02332","Star Reading","High Growth, High Proficiency",99,"At/Above Benchmark","At/Above Benchmark",90,99,0,"Gen Ed"
"624",1094769134,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",97,"At/Above Benchmark","At/Above Benchmark",87,97,0,"Gen Ed"
"625",1005769135,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",88,"At/Above Benchmark","At/Above Benchmark",88,95,0,"Gen Ed"
"626",1060605832,6,"Wareham","02576","Star Reading","High Growth, High Proficiency",99,"At/Above Benchmark","At/Above Benchmark",46,86,0,"Tier 1 ELA Gen Ed"
"627",1009212930,6,"Sandwich","02644","Star Reading","High Growth, High Proficiency",75,"At/Above Benchmark","At/Above Benchmark",85,88,0,"Gen Ed"
"628",1071766135,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",86,"At/Above Benchmark","At/Above Benchmark",68,82,0,"Gen Ed"
"629",1009220534,6,"Carver","02330","Star Reading","High Growth, High Proficiency",84,"At/Above Benchmark","At/Above Benchmark",49,67,0,"Tier 1 Math Gen Ed"
"630",1038762437,6,"Kingston","02364","Star Reading","High Growth, High Proficiency",53,"At/Above Benchmark","At/Above Benchmark",82,78,0,"Gen Ed"
"631",1089766135,6,"Middleborough","02344","Star Reading","Low Growth, Low Proficiency",10,"On Watch","Intervention",38,19,0,"Tier 1 Math Gen Ed"
"632",1004220033,6,"Wareham","02576","Star Reading","Low Growth, High Proficiency",24,"At/Above Benchmark","At/Above Benchmark",97,89,0,"Gen Ed"
"633",1081262237,6,"Wareham","02571","Star Reading","High Growth, Low Proficiency",82,"Intervention","On Watch",13,29,0,"Tier 1 Math Gen Ed"
"634",1081565335,6,"Falmouth","02536","Star Reading","Low Growth, High Proficiency",19,"At/Above Benchmark","At/Above Benchmark",60,44,0,"Tier 1 ELA Gen Ed"
"635",1062766135,6,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",49,"At/Above Benchmark","At/Above Benchmark",41,42,0,"Tier 1 ELA Gen Ed"
"636",1002861437,6,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",25,"At/Above Benchmark","At/Above Benchmark",67,54,0,"Tier 1 Math Gen Ed"
"637",1038965141,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",84,"At/Above Benchmark","At/Above Benchmark",86,92,0,"Gen Ed"
"638",1060268332,6,"Carver","02330","Star Reading","Low Growth, Low Proficiency",46,"On Watch","On Watch",35,36,0,"Tier 1 ELA Gen Ed"
"639",1008566537,6,"Carver","02330","Star Reading","High Growth, High Proficiency",77,"On Watch","At/Above Benchmark",37,52,0,"Tier 1 ELA Gen Ed"
"640",1064566530,6,"Carver","02330","Star Reading","High Growth, High Proficiency",79,"On Watch","At/Above Benchmark",26,42,0,"Tier 1 Math Gen Ed"
"641",1014728433,6,"Mashpee","02649","Star Reading","High Growth, High Proficiency",81,"At/Above Benchmark","At/Above Benchmark",46,61,1,"Learning Specialist"
"642",1068409833,6,"Falmouth","02536","Star Reading","High Growth, High Proficiency",95,"Intervention","At/Above Benchmark",21,53,0,"Tier 1 ELA Gen Ed"
"643",1012630037,6,"Carver","02330","Star Reading","High Growth, High Proficiency",67,"At/Above Benchmark","At/Above Benchmark",43,52,0,"Tier 1 ELA Gen Ed"
"644",1013831638,6,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",15,"At/Above Benchmark","At/Above Benchmark",73,54,0,"Gen Ed"
"645",1011766138,6,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",23,"At/Above Benchmark","At/Above Benchmark",98,92,0,"Gen Ed"
"646",1087590835,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",97,"On Watch","At/Above Benchmark",38,72,0,"Gen Ed"
"647",1090865430,6,"Halifax","02338","Star Reading","Low Growth, High Proficiency",18,"At/Above Benchmark","At/Above Benchmark",94,82,1,"Learning Specialist"
"648",1015222443,6,"Carver","02330","Star Reading","High Growth, High Proficiency",93,"At/Above Benchmark","At/Above Benchmark",54,78,0,"Tier 1 ELA Gen Ed"
"649",1077566534,6,"Carver","02330","Star Reading","High Growth, High Proficiency",68,"At/Above Benchmark","At/Above Benchmark",55,62,0,"Gen Ed"
"650",1046767138,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",81,"At/Above Benchmark","At/Above Benchmark",50,65,0,"Tier 1 ELA Gen Ed"
"651",1084766130,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",90,"Intervention","At/Above Benchmark",17,42,0,"Tier 1 ELA Gen Ed"
"652",NA,6,NA,NA,"Star Reading","Low Growth, High Proficiency",43,"At/Above Benchmark","At/Above Benchmark",44,41,0,"Tier 1 Math Gen Ed"
"653",1045767137,6,"Plympton","02367","Star Reading","Low Growth, High Proficiency",39,"At/Above Benchmark","At/Above Benchmark",64,58,0,"Gen Ed"
"654",1091822736,6,"Plymouth","02360","Star Reading","High Growth, High Proficiency",60,"At/Above Benchmark","At/Above Benchmark",60,63,0,"Gen Ed"
"655",1060767134,6,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",9,"At/Above Benchmark","At/Above Benchmark",88,64,0,"Tier 1 Math Gen Ed"
"656",1048736237,6,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",83,"Intervention","On Watch",14,32,0,"Tier 1 ELA Gen Ed"
"657",1061766134,6,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",56,"On Watch","On Watch",27,32,1,"Tier 1 ELA Gen Ed"
"658",1032437531,6,"Sandwich","02537","Star Reading","Low Growth, High Proficiency",40,"At/Above Benchmark","At/Above Benchmark",63,58,0,"Tier 1 Math Gen Ed"
"659",1008736334,7,"Sandwich","02563","Star Reading","High Growth, High Proficiency",78,"At/Above Benchmark","At/Above Benchmark",59,69,0,"Gen Ed"
"660",1054614846,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",23,"At/Above Benchmark","On Watch",51,38,0,"Gen Ed"
"661",1075035431,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",79,"At/Above Benchmark","At/Above Benchmark",49,63,0,"Gen Ed"
"662",1034126245,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",44,"At/Above Benchmark","At/Above Benchmark",52,49,1,"Learning Specialist"
"663",1050234930,7,"Lakeville","02347","Star Reading","Low Growth, High Proficiency",46,"At/Above Benchmark","At/Above Benchmark",85,81,0,"Gen Ed"
"664",1004035432,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",54,"At/Above Benchmark","At/Above Benchmark",51,53,0,"Tier 1 Math Gen Ed"
"665",1049229437,7,"Wareham","02538","Star Reading","Low Growth, High Proficiency",21,"At/Above Benchmark","At/Above Benchmark",90,78,0,"Tier 1 Math Gen Ed"
"666",1052130835,7,"Pembroke","02359","Star Reading","High Growth, High Proficiency",97,"Urgent Intervention","At/Above Benchmark",8,40,1,"Learning Specialist"
"667",1015578044,7,"Kingston","02364","Star Reading","High Growth, High Proficiency",82,"At/Above Benchmark","At/Above Benchmark",49,64,1,"Learning Specialist"
"668",1022585523,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",43,"At/Above Benchmark","At/Above Benchmark",70,65,0,"Gen Ed"
"669",1002966636,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",57,"At/Above Benchmark","At/Above Benchmark",88,87,0,"Gen Ed"
"670",1028940625,7,"Barnstable","02635","Star Reading","Low Growth, Low Proficiency",7,"On Watch","Urgent Intervention",26,9,1,"Learning Specialist"
"671",1010036430,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",1,"On Watch","Urgent Intervention",34,4,1,"Learning Specialist"
"672",1037038432,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",10,"At/Above Benchmark","Intervention",43,22,0,"Gen Ed"
"673",1007038438,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",12,"On Watch","Intervention",30,14,1,"Tier 1 Math Gen Ed"
"674",1001122637,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",42,"At/Above Benchmark","At/Above Benchmark",94,89,0,"Gen Ed"
"675",1006035434,7,"Rochester","02770","Star Reading","High Growth, High Proficiency",99,"At/Above Benchmark","At/Above Benchmark",69,93,0,"Tier 1 Math Gen Ed"
"676",1074332338,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",21,"At/Above Benchmark","At/Above Benchmark",87,74,0,"Gen Ed"
"677",1030430632,7,"Bourne","02532","Star Reading","Low Growth, Low Proficiency",10,"At/Above Benchmark","On Watch",51,28,0,"Gen Ed"
"678",1083814740,7,"Kingston","02364","Star Reading","Low Growth, High Proficiency",27,"At/Above Benchmark","At/Above Benchmark",98,93,0,"Gen Ed"
"679",1026831734,7,"Middleborough","02346","Star Reading","High Growth, High Proficiency",73,"At/Above Benchmark","At/Above Benchmark",65,66,0,"Gen Ed"
"680",1058331835,7,"Carver","02330","Star Reading","High Growth, High Proficiency",84,"On Watch","At/Above Benchmark",39,56,0,"Tier 1 ELA Gen Ed"
"681",1081035437,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",15,"At/Above Benchmark","At/Above Benchmark",98,88,0,"Gen Ed"
"682",1098435330,7,"Kingston","02364","Star Reading","High Growth, High Proficiency",95,"At/Above Benchmark","At/Above Benchmark",49,74,0,"Tier 1 Math Gen Ed"
"683",1031035432,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",3,"At/Above Benchmark","Intervention",57,23,0,"Gen Ed"
"684",1081245442,7,"Wareham","02558","Star Reading","High Growth, High Proficiency",85,"At/Above Benchmark","At/Above Benchmark",55,70,0,"Gen Ed"
"685",1031589720,7,"Wareham","02571","Star Reading","High Growth, Low Proficiency",54,"Intervention","Intervention",19,22,1,"Learning Specialist"
"686",1062231434,7,"Wareham","02558","Star Reading","High Growth, Low Proficiency",82,"Intervention","On Watch",22,38,0,"Tier 1 Math Gen Ed"
"687",1065996325,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",21,"At/Above Benchmark","At/Above Benchmark",99,96,0,"Gen Ed"
"688",1046432430,7,"Barnstable","02648","Star Reading","Low Growth, High Proficiency",49,"At/Above Benchmark","At/Above Benchmark",59,57,0,"Gen Ed"
"689",1062035436,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",83,"At/Above Benchmark","At/Above Benchmark",64,75,0,"Gen Ed"
"690",1015512636,7,"Marshfield","050-2","Star Reading","High Growth, High Proficiency",87,"At/Above Benchmark","At/Above Benchmark",54,70,1,"Learning Specialist"
"691",1070414335,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",43,"Intervention","At/Above Benchmark",20,57,1,"Learning Specialist"
"692",1047617335,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",32,"At/Above Benchmark","On Watch",43,36,1,"Learning Specialist"
"693",1061335135,7,"Bourne","02532","Star Reading","High Growth, High Proficiency",70,"On Watch","At/Above Benchmark",31,40,0,"Gen Ed"
"694",1022035432,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",71,"At/Above Benchmark","At/Above Benchmark",57,65,0,"Gen Ed"
"695",1075730837,7,"Kingston","02364","Star Reading","High Growth, High Proficiency",94,"At/Above Benchmark","At/Above Benchmark",52,75,0,"Gen Ed"
"696",1026038430,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",71,"At/Above Benchmark","At/Above Benchmark",80,82,0,"Gen Ed"
"697",1006038437,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",50,"At/Above Benchmark","At/Above Benchmark",79,76,0,"Gen Ed"
"698",1073966635,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",25,"At/Above Benchmark","At/Above Benchmark",56,44,0,"Gen Ed"
"699",1019392525,7,"Wareham","02538","Star Reading","High Growth, Low Proficiency",93,"Urgent Intervention","Intervention",1,10,1,"Learning Specialist"
"700",1065767130,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",5,"At/Above Benchmark","Intervention",49,21,0,"Gen Ed"
"701",1009503832,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",27,"At/Above Benchmark","At/Above Benchmark",55,43,0,"Gen Ed"
"702",1052132837,7,"Wareham","02571","Star Reading","Low Growth, Low Proficiency",38,"Intervention","Intervention",21,19,1,"Learning Specialist"
"703",1007432436,7,"West Barnstable","02668","Star Reading","High Growth, High Proficiency",75,"At/Above Benchmark","At/Above Benchmark",85,88,0,"Gen Ed"
"704",1028833738,7,"Halifax","02338","Star Reading","High Growth, High Proficiency",67,"At/Above Benchmark","At/Above Benchmark",66,70,0,"Tier 1 Math Gen Ed"
"705",1098929834,7,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",56,"Intervention","Intervention",17,21,1,"Learning Specialist"
"706",1019034437,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",66,"At/Above Benchmark","At/Above Benchmark",75,77,0,"Gen Ed"
"707",1026438333,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",75,"At/Above Benchmark","At/Above Benchmark",44,56,0,"Gen Ed"
"708",1085203833,7,"Mashpee","02649","Star Reading","High Growth, Low Proficiency",66,"Intervention","Intervention",14,21,0,"Tier 1 ELA Gen Ed"
"709",1013528531,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",13,"Intervention","Urgent Intervention",16,7,1,"Learning Specialist"
"710",1085716135,7,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",69,"Intervention","Intervention",13,22,1,"Learning Specialist"
"711",1034517431,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",35,"On Watch","On Watch",34,29,0,"Tier 1 Math Gen Ed"
"712",1013831932,7,"Middleborough","02346","Star Reading","High Growth, High Proficiency",97,"Urgent Intervention","At/Above Benchmark",9,40,0,"Tier 1 ELA Gen Ed"
"713",1035731733,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",44,"Intervention","Intervention",19,19,0,"Tier 1 ELA Gen Ed"
"714",1099008933,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",29,"At/Above Benchmark","At/Above Benchmark",76,65,0,"Gen Ed"
"715",1007809738,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",96,"At/Above Benchmark","At/Above Benchmark",69,87,1,"Learning Specialist"
"716",1029035430,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",86,"At/Above Benchmark","At/Above Benchmark",93,96,0,"Tier 1 Math Gen Ed"
"717",1002014133,7,"Marshfield","02050","Star Reading","Low Growth, High Proficiency",17,"At/Above Benchmark","At/Above Benchmark",62,45,0,"Gen Ed"
"718",1064767138,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",34,"At/Above Benchmark","At/Above Benchmark",48,41,0,"Gen Ed"
"719",1064443037,7,"Barnstable","02632","Star Reading","High Growth, High Proficiency",65,"At/Above Benchmark","At/Above Benchmark",90,90,0,"Gen Ed"
"720",1009034831,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",57,"At/Above Benchmark","At/Above Benchmark",48,51,0,"Gen Ed"
"721",1007996927,7,"Bourne","02532","Star Reading","Low Growth, Low Proficiency",13,"Intervention","Urgent Intervention",16,7,1,"Learning Specialist"
"722",1025332830,7,"Carver","02330","Star Reading","Low Growth, Low Proficiency",21,"On Watch","On Watch",38,26,0,"Gen Ed"
"723",1060898927,7,"Wareham","02576","Star Reading","High Growth, High Proficiency",99,"On Watch","At/Above Benchmark",25,67,1,"Learning Specialist"
"724",1078305930,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",54,"At/Above Benchmark","At/Above Benchmark",80,78,1,"Learning Specialist"
"725",1069618746,7,"Lakeville","02347","Star Reading","High Growth, High Proficiency",72,"At/Above Benchmark","At/Above Benchmark",60,67,0,"Gen Ed"
"726",1093738331,7,"Sandwich","02563","Star Reading","Low Growth, Low Proficiency",31,"On Watch","Intervention",28,22,0,"Tier 1 ELA Gen Ed"
"727",1007005241,7,"Bourne","02532","Star Reading","Low Growth, High Proficiency",49,"At/Above Benchmark","At/Above Benchmark",68,56,0,"Tier 1 Math Gen Ed"
"728",1060837738,7,"Plympton","02367","Star Reading","High Growth, High Proficiency",99,"At/Above Benchmark","At/Above Benchmark",61,94,0,"Gen Ed"
